zila,upazila,union,lat,lon
Kurigram,Kurigram Sadar,Belgacha,,
Kurigram,Kurigram Sadar,Mogolbasa,,
Kurigram,Kurigram Sadar,Panchgachi,,
Kurigram,Nageshwari,Raigonj,,
Kurigram,Nageshwari,Bamondanga,,
Kurigram,Nageshwari,Berubari,,
Kurigram,Nageshwari,Sontaspur,,
Kurigram,Nageshwari,Newyashi,,
Kurigram,Nageshwari,Bhitorbond,,
Kurigram,Nageshwari,Bollobherkhas,,
Kurigram,Bhurungamari,Pathordubi,,
Kurigram,Bhurungamari,Shilkhuri,,
Kurigram,Bhurungamari,Paikarchara,,
Kurigram,Bhurungamari,Joymonirhat,,
Kurigram,Bhurungamari,Andharirjhar,,
Kurigram,Phulbari,Nawdanga,,
Kurigram,Phulbari,Phulbari,,
Kurigram,Phulbari,Bhangamor,,
Kurigram,Rajarhat,Chinai,,
Kurigram,Rajarhat,Biddanondo,,
Kurigram,Rajarhat,Umarmajid,,
Kurigram,Ulipur,Dhamsreni,,
Kurigram,Ulipur,Gunaigas,,
Kurigram,Ulipur,Tobockpur,,
Kurigram,Ulipur,Begumgonj,,
Kurigram,Ulipur,Shahabiar Alga,,
Kurigram,Ulipur,Thetrai,,
Kurigram,Chilmari,Nayarhat,,
Kurigram,Chilmari,Austomirchar,,
Kurigram,Rowmari,Dadevanga,,
Kurigram,Rowmari,Shoulemari,,
Kurigram,Rowmari,Bondober,,
Kurigram,Charrajibpur,Rajibpur,,
Kurigram,Charrajibpur,Kodalkati,,
Kurigram,Charrajibpur,Mohongonj,,
Sherpur,Sherpur Sadar,Kamararchor,,
Sherpur,Sherpur Sadar,Chorsherpur,,
Sherpur,Sherpur Sadar,Gajir Khamar,,
Sherpur,Sherpur Sadar,Dhola,,
Sherpur,Sherpur Sadar,Pakuriya,,
Sherpur,Sherpur Sadar,Vatshala,,
Sherpur,Sherpur Sadar,Losmonpur,,
Sherpur,Sherpur Sadar,Rouha,,
Sherpur,Sherpur Sadar,Kamariya,,
Sherpur,Sherpur Sadar,Chor Mochoriya,,
Sherpur,Sherpur Sadar,Chorpokhimari,,
Sherpur,Nalitabari,Puraga,,
Sherpur,Nalitabari,Nonni,,
Sherpur,Nalitabari,Morichpuran,,
Sherpur,Nalitabari,Rajnogor,,
Sherpur,Nalitabari,Ramchondrokura,,
Sherpur,Nalitabari,Kakorkandhi,,
Sherpur,Nalitabari,Juganiya,,
Sherpur,Nalitabari,Bagber,,
Sherpur,Nalitabari,Koloshpar,,
Sherpur,Sreebordi,Tatihati,,
Sherpur,Sreebordi,Sreebordi,,
Sherpur,Sreebordi,Kurikahonia,,
Sherpur,Nokla,Gonopoddi,,
Sherpur,Nokla,Nokla,,
Sherpur,Nokla,Choraustadhar,,
Sherpur,Jhenaigati,Kansa,,
Sherpur,Jhenaigati,Dansail,,
Sherpur,Jhenaigati,Nolkura,,
Sherpur,Jhenaigati,Gouripur,,
Sherpur,Jhenaigati,Hatibandha,,
Mymensingh,Fulbaria,Deukhola,,
Mymensingh,Fulbaria,Asimpatuli,,
Mymensingh,Fulbaria,Vobanipur,,
Mymensingh,Trishal,Bailor,,
Mymensingh,Bhaluka,Meduari,,
Mymensingh,Bhaluka,Varadoba,,
Mymensingh,Bhaluka,Rajoi,,
Mymensingh,Muktagacha,Borogram,,
Mymensingh,Muktagacha,Kumargata,,
Mymensingh,Mymensingh Sadar,Austadhar,,
Mymensingh,Mymensingh Sadar,Bororchar,,
Mymensingh,Mymensingh Sadar,Aqua,,
Mymensingh,Mymensingh Sadar,Khagdohor,,
Mymensingh,Mymensingh Sadar,Charnilaxmia,,
Mymensingh,Mymensingh Sadar,Vabokhali,,
Mymensingh,Mymensingh Sadar,Boyra,,
Mymensingh,Dhobaura,Gamaritola,,
Mymensingh,Dhobaura,Dhobaura,,
Mymensingh,Dhobaura,Goatala,,
Mymensingh,Phulpur,Sondhara,,
Mymensingh,Phulpur,Vaitkandi,,
Mymensingh,Haluaghat,Amtoil,,
Mymensingh,Gouripur,Gouripur,,
Mymensingh,Gouripur,Douhakhola,,
Mymensingh,Gafargaon,Barobaria,,
Mymensingh,Gafargaon,Saltia,,
Mymensingh,Gafargaon,Longair,,
Mymensingh,Gafargaon,Paithol,,
Mymensingh,Gafargaon,Gafargaon,,
Mymensingh,Gafargaon,Josora,,
Mymensingh,Gafargaon,Moshakhali,,
Mymensingh,Gafargaon,Panchbagh,,
Mymensingh,Gafargaon,Dotterbazar,,
Mymensingh,Gafargaon,Niguari,,
Mymensingh,Gafargaon,Tangabo,,
Mymensingh,Iswarganj,Iswarganj,,
Mymensingh,Iswarganj,Magtula,,
Mymensingh,Nandail,Batagoir,,
Mymensingh,Nandail,Muajjempur,,
Mymensingh,Nandail,Singroil,,
Mymensingh,Nandail,Mushulli,,
Mymensingh,Tarakanda,Biska,,
Mymensingh,Tarakanda,Balikha,,
Jamalpur,Jamalpur Sadar,Laxirchar,,
Jamalpur,Jamalpur Sadar,Tolshirchar,,
Jamalpur,Jamalpur Sadar,Ghorada,,
Jamalpur,Jamalpur Sadar,Bashchara,,
Jamalpur,Jamalpur Sadar,Ranagacha,,
Jamalpur,Jamalpur Sadar,Sheepur,,
Jamalpur,Jamalpur Sadar,Shahbajpur,,
Jamalpur,Jamalpur Sadar,Mesta,,
Jamalpur,Jamalpur Sadar,Digpait,,
Jamalpur,Melandah,Durmot,,
Jamalpur,Melandah,Charbani Pakuria,,
Jamalpur,Melandah,Fulkucha,,
Jamalpur,Melandah,Ghuserpara,,
Jamalpur,Melandah,Shuampur,,
Jamalpur,Islampur,Belghacha,,
Jamalpur,Islampur,Chinaduli,,
Jamalpur,Islampur,Shapdari,,
Jamalpur,Islampur,Partharshi,,
Jamalpur,Islampur,Palabandha,,
Jamalpur,Islampur,Gualerchar,,
Jamalpur,Islampur,Chargualini,,
Jamalpur,Dewangonj,Dungdhara,,
Jamalpur,Dewangonj,Char Amkhawa,,
Jamalpur,Dewangonj,Hatibanga,,
Jamalpur,Dewangonj,Dewangonj,,
Jamalpur,Madarganj,Char Pakerdah,,
Jamalpur,Madarganj,Adarvita,,
Jamalpur,Bokshiganj,Danua,,
Jamalpur,Bokshiganj,Shadurpara,,
Jamalpur,Bokshiganj,Bakshigonj,,
Jamalpur,Bokshiganj,Nilakhia,,
Netrokona,Barhatta,Raypur,,
Netrokona,Durgapur,Kakoirgora,,
Netrokona,Durgapur,Gawkandia,,
Netrokona,Kendua,Goraduba,,
Netrokona,Kendua,Gonda,,
Netrokona,Kendua,Maska,,
Netrokona,Kendua,Bolaishimul,,
Netrokona,Kendua,Roailbari Amtala,,
Netrokona,Kendua,Muzafarpur,,
Netrokona,Atpara,Shormushia,,
Netrokona,Atpara,Shunoi,,
Netrokona,Atpara,Lunesshor,,
Netrokona,Atpara,Baniyajan,,
Netrokona,Atpara,Duoj,,
Netrokona,Madan,Fathepur,,
Netrokona,Madan,Teosree,,
Netrokona,Madan,Magan,,
Netrokona,Madan,Chandgaw,,
Netrokona,Madan,Kytail,,
Netrokona,Khaliajuri,Nogor,,
Netrokona,Kalmakanda,Koilati,,
Netrokona,Kalmakanda,Najirpur,,
Netrokona,Kalmakanda,Kolmakanda,,
Netrokona,Kalmakanda,Rongchati,,
Netrokona,Kalmakanda,Borokhapon,,
Netrokona,Kalmakanda,Kharnoi,,
Netrokona,Mohongonj,Borokashia Birampur,,
Netrokona,Mohongonj,Borotoli Banihari,,
Netrokona,Mohongonj,Tetulia,,
Netrokona,Mohongonj,Maghan Siadar,,
Netrokona,Mohongonj,Somaj Sohildeo,,
Netrokona,Purbadhala,Bairaty,,
Netrokona,Netrokona Sadar,Chollisha,,
Netrokona,Netrokona Sadar,Dokkhin Bishiura,,
Netrokona,Netrokona Sadar,Modonpur,,
Netrokona,Netrokona Sadar,Amtola,,
Netrokona,Netrokona Sadar,Lokkhiganj,,
Netrokona,Netrokona Sadar,Singher Bangla,,
Netrokona,Netrokona Sadar,Mougati,,
Netrokona,Netrokona Sadar,Rouha,,
Netrokona,Netrokona Sadar,Kaliara Babragati,,
